PID,ProductType,ProductName,Manufacturer,Part #,Color
12393,Memory,Kingston Beast 32 GB (4 x 8 GB) DDR3-1600 CL9 Memory (KHX16C9T3K4/32X),46,KHX16C9T3K4/32X,1
12394,Memory,Kingston Beast 16 GB (2 x 8 GB) DDR3-1866 CL10 Memory (KHX18C10T3K2/16X),46,KHX18C10T3K2/16X,1
12395,Memory,ADATA XPG Gaming Series v2.0 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (AX3U2400GW8G11-DG2),47,AX3U2400GW8G11-DG2,16
12396,Memory,GeIL EVO Leggara Series 32 GB (4 x 8 GB) DDR3-1600 CL10 Memory (GEL332GB1600C10QC),55,GEL332GB1600C10QC,16
12397,Memory,Kingston Black Series 4 GB (1 x 4 GB) DDR3-1333 CL9 Memory (KHX13C9B1B/4),46,KHX13C9B1B/4,2
12398,Memory,Kingston XMP 10th Anniversary Series 16 GB (4 x 4 GB) DDR3-2400 CL11 Memory (KHX24C11X3K4/16X),46,KHX24C11X3K4/16X,73
12399,Memory,Kingston HyperX 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (KHX16LC9K2/16X),46,KHX16LC9K2/16X,26
12400,Memory,GeIL EVO Veloce Series 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory (GEV316GB2133C11DC),55,GEV316GB2133C11DC,50
12401,Memory,GeIL EVO Veloce Series 32 GB (4 x 8 GB) DDR3-1866 CL9 Memory (GEV332GB1866C9QC),55,GEV332GB1866C9QC,50
12402,Memory,Crucial Ballistix Sport 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory (BLS8G3D1339DS1S00),42,BLS8G3D1339DS1S00,2
12403,Memory,Kingston LV XMP 10th Anniversary Series 16 GB (2 x 8 GB) DDR3-1600 CL10 Memory (KHX16LC10X3K2/16X),46,KHX16LC10X3K2/16X,73
12404,Memory,Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR3-2800 CL12 Memory (CMD16GX3M4A2800C12),29,CMD16GX3M4A2800C12,2
12405,Memory,Kingston HyperX Beast 64 GB (8 x 8 GB) DDR3-2133 CL11 Memory (KHX21C11T3FK8/64X),46,KHX21C11T3FK8/64X,1
12406,Memory,G.Skill Sniper Series 16 GB (4 x 4 GB) DDR3-2133 CL10 Memory (F3-2133C10Q-16GSR),43,F3-2133C10Q-16GSR,8
12407,Memory,G.Skill Ares Series 8 GB (2 x 4 GB) DDR3-2133 CL10 Memory (F3-2133C10D-8GAB),43,F3-2133C10D-8GAB,
12408,Memory,GeIL EVO Veloce Series 4 GB (1 x 4 GB) DDR3-1333 CL9 Memory (GEV34GB1333C9SC),55,GEV34GB1333C9SC,50
12409,Memory,Mushkin Stealth 32 GB (4 x 8 GB) DDR3-1600 CL9 Memory (994069S),56,994069S,0
12410,Memory,Mushkin Stealth 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (997069S),56,997069S,0
12411,Memory,G.Skill Sniper Series 32 GB (4 x 8 GB) DDR3-2400 CL11 Memory (F3-2400C11Q-32GSR),43,F3-2400C11Q-32GSR,8
12412,Memory,Mushkin Redline 16 GB (2 x 8 GB) DDR3-2133 CL9 Memory (997121R),56,997121R,
12413,Memory,PNY 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (MN16384KD3-1600-X9),17,MN16384KD3-1600-X9,
12414,Memory,Crucial Ballistix Sport XT 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (BLS4K4G3D169DS3),42,BLS4K4G3D169DS3,
12415,Memory,Crucial Ballistix Sport XT 32 GB (4 x 8 GB) DDR3-1600 CL9 Memory (BLS4K8G3D169DS3),42,BLS4K8G3D169DS3,32
12416,Memory,Crucial Ballistix Sport XT 8 GB (1 x 8 GB) DDR3-1866 CL10 Memory (BLS8G3D18ADS3),42,BLS8G3D18ADS3,32
12417,Memory,Avexir Apple Memory 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory (AVD3S13330908G-2J),62,AVD3S13330908G-2J,16
12418,Memory,G.Skill Trident X 16 GB (2 x 8 GB) DDR3-2800 CL12 Memory (F3-2800C12D-16GTXDG),43,F3-2800C12D-16GTXDG,8
12419,Memory,Crucial Ballistix Sport XT 4 GB (1 x 4 GB) DDR3-1866 CL10 Memory (BLS4G3D18ADS3),42,BLS4G3D18ADS3,32
12420,Memory,Mushkin Blackline 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (997123),56,997123,1
12421,Memory,Mushkin Blackline 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (997123R),56,997123R,1
12422,Memory,Mushkin Blackline 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory (997125R),56,997125R,1
12423,Memory,AMD 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (AE38G1609U1K),22,AE38G1609U1K,
12424,Memory,AMD RG2133 Gamer Series 16 GB (4 x 4 GB) DDR3-2133 CL10 Memory (AG316G2130U1Q),22,AG316G2130U1Q,
12425,Memory,Avexir Core series 24 GB (3 x 8 GB) DDR3-1600 CL10 Memory (AVD3U16001008G-3CI),62,AVD3U16001008G-3CI,17
12426,Memory,ADATA XPG V2 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (AX3U1600W8G9-DMV),47,AX3U1600W8G9-DMV,2
12427,Memory,ADATA XPG V2 8 GB (2 x 4 GB) DDR3-2600 CL11 Memory (AX3U2600W4G11-DGV),47,AX3U2600W4G11-DGV,18
12428,Memory,Crucial Ballistix Tactical 16 GB (2 x 8 GB) DDR3-1866 CL9 Memory (BLT2KIT8G3D1869DT1TX0),42,BLT2KIT8G3D1869DT1TX0,18
12429,Memory,Team Dark Series 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (TDBD38G1600HC9DC01),44,TDBD38G1600HC9DC01,
12430,Memory,Team Elite 2 GB (1 x 2 GB) DDR2-667 CL5 Memory (TEDD2048M667HC5),44,TEDD2048M667HC5,
12431,Memory,Team 2 GB (1 x 2 GB) DDR2-800 CL5 Memory (TEDD2048M800HC5),44,TEDD2048M800HC5,
12432,Memory,Team Elite 4 GB (2 x 2 GB) DDR2-667 CL5 Memory (TEDD4096M667HC5DC),44,TEDD4096M667HC5DC,
12433,Memory,Team Elite 4 GB (2 x 2 GB) DDR2-800 CL5 Memory (TEDD4096M800C5DC),44,TEDD4096M800C5DC,
12434,Memory,Team Vulcan 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (TLAD38G1600HC9DC01),44,TLAD38G1600HC9DC01,
12435,Memory,Team Xtreem LV 16 GB (2 x 8 GB) DDR3-2400 CL10 Memory (TXD316G2400HC10QDC01),44,TXD316G2400HC10QDC01,
12436,Memory,G.Skill 4 GB (1 x 4 GB) DDR3-1600 CL9 Memory (F3-1600C9S-4GSL),43,F3-1600C9S-4GSL,
12437,Memory,Avexir Core series 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory (AVD3U13330908G-2CW),62,AVD3U13330908G-2CW,17
12438,Memory,Mushkin Stealth 16 GB (4 x 4 GB) DDR3-2666 CL12 Memory (994127S),56,994127S,
12439,Memory,Mushkin Blackline RADIOACTIVE 16 GB (4 x 4 GB) DDR3-2666 CL12 Memory (994127Y),56,994127Y,
12440,Memory,Corsair Vengeance 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (CMZ8GX3M2B1600C9G),29,CMZ8GX3M2B1600C9G,0
12441,Memory,G.Skill Ripjaws Series 8 GB (1 x 8 GB) DDR3-1866 CL10 Memory (F3-1866C10S-8GRSL),43,F3-1866C10S-8GRSL,8
12442,Memory,Avexir Core Series 8 GB (2 x 4 GB) DDR3-3100 CL12 Memory (AVD3UH31001204G-2CI),62,AVD3UH31001204G-2CI,17
12443,Memory,Avexir Core Series 8 GB (2 x 4 GB) DDR3-3000 CL12 Memory (AVD3UH30001204G-2CI),62,AVD3UH30001204G-2CI,17
12444,Memory,ADATA XPG V2 8 GB (2 x 4 GB) DDR3-3100 CL12 Memory (AX3U3100W4G12-DGV),47,AX3U3100W4G12-DGV,
12445,Memory,ADATA XPG V2 8 GB (2 x 4 GB) DDR3-3100 CL12 Memory (AX3U3100W4G12-DMV),47,AX3U3100W4G12-DMV,
12446,Memory,Avexir Core Series 8 GB (2 x 4 GB) DDR3-3200 CL13 Memory (AVD3UH32001304G-2CI),62,AVD3UH32001304G-2CI,17
12447,Memory,Patriot 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory (PX38G1600C11),48,PX38G1600C11,2
12448,Memory,Corsair Vengeance Pro 16 GB (4 x 4 GB) DDR3-2800 CL12 Memory (CMY16GX3M4B2800C12R),29,CMY16GX3M4B2800C12R,
12449,Memory,Crucial 4 GB (2 x 2 GB) DDR3-1600 CL11 Memory (CT2KIT25664BA160B),42,CT2KIT25664BA160B,21
12450,Memory,G.Skill Ripjaws X Series 4 GB (1 x 4 GB) DDR3-1600 CL9 Memory (F3-12800CL9S-4GBXL),43,F3-12800CL9S-4GBXL,
12451,Memory,G.Skill Sniper Series 8 GB (1 x 8 GB) DDR3-1600 CL9 Memory (F3-1600C9S-8GSR),43,F3-1600C9S-8GSR,8
12452,Memory,G.Skill Ripjaws Z Series 64 GB (8 x 8 GB) DDR3-1866 CL10 Memory (F3-1866C10Q2-64GZM),43,F3-1866C10Q2-64GZM,
12453,Memory,G.Skill Ripjaws Z Series 16 GB (4 x 4 GB) DDR3-2133 CL9 Memory (F3-2133C9Q-16GZH),43,F3-2133C9Q-16GZH,
12454,Memory,G.Skill Ripjaws Z Series 64 GB (8 x 8 GB) DDR3-2400 CL11 Memory (F3-2400C11Q2-64GZM),43,F3-2400C11Q2-64GZM,
12455,Memory,G.Skill AEGIS 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory (F3-1333C9D-16GISL),43,F3-1333C9D-16GISL,
12456,Memory,G.Skill AEGIS 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory (F3-1333C9D-8GISL),43,F3-1333C9D-8GISL,
12457,Memory,G.Skill Ripjaws Z Series 16 GB (4 x 4 GB) DDR3-2933 CL12 Memory (F3-2933C12Q-16GZHD),43,F3-2933C12Q-16GZHD,
12458,Memory,G.Skill AEGIS 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory (F3-1600C11S-4GIS),43,F3-1600C11S-4GIS,
12459,Memory,GeIL EVO POTENZA 8 GB (2 x 4 GB) DDR3-2666 CL11 Memory (GPW38GB2666C11DC),55,GPW38GB2666C11DC,
12460,Memory,G.Skill Ripjaws Z Series 64 GB (8 x 8 GB) DDR3-2133 CL9 Memory (F3-2133C9Q2-64GZH),43,F3-2133C9Q2-64GZH,17
12461,Memory,Corsair Vengeance Pro 64 GB (8 x 8 GB) DDR3-2133 CL11 Memory (CMY64GX3M8A2133C11),29,CMY64GX3M8A2133C11,2
12462,Memory,Corsair Vengeance Pro 8 GB (2 x 4 GB) DDR3-2800 CL12 Memory (CMY8GX3M2A2800C12R),29,CMY8GX3M2A2800C12R,8
12463,Memory,Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR3-2666 CL12 Memory (CMD16GX3M2A2666C12),29,CMD16GX3M2A2666C12,2
12464,Memory,G.Skill Trident X 16 GB (4 x 4 GB) DDR3-3000 CL12 Memory (F3-3000C12Q-16GTXDG),43,F3-3000C12Q-16GTXDG,8
12465,Memory,IBM 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory (00D4955),69,00D4955,16
12466,Memory,Mushkin 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory (977033A),56,977033A,16
12467,Memory,Corsair Vengeance Pro Series 16 GB (4 x 4 GB) DDR3-2800 CL12 Memory (CMY16GX3M4A2800C12R),29,CMY16GX3M4A2800C12R,8
12468,Memory,Corsair Vengeance Pro Series 16 GB (4 x 4 GB) DDR3-2933 CL12 Memory (CMY16GX3M4A2933C12R),29,CMY16GX3M4A2933C12R,8
12469,Memory,Corsair Vengeance Pro 32 GB (4 x 8 GB) DDR3-2666 CL11 Memory (CMY32GX3M4B2666C11R),29,CMY32GX3M4B2666C11R,8
12470,Memory,GeIL EVO Leggara Series 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory (GEL38GB1333C9DC),55,GEL38GB1333C9DC,17
12471,Memory,AMD R9 Gamer Series 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory (R938G2401U1K),22,R938G2401U1K,2
12472,Memory,Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR3-2666 CL11 Memory (CMD16GX3M2A2666C11),29,CMD16GX3M2A2666C11,2
12473,Memory,Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR3-2400 CL9 Memory (CMD16GX3M4A2400C11),29,CMD16GX3M4A2400C11,2
12474,Memory,GeIL EVO Veloce Series 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory (GEW34GB1600C11SC),55,GEW34GB1600C11SC,13
12475,Memory,Mushkin Essentials 16 GB (4 x 4 GB) DDR3-1866 CL13 Memory (994131),56,994131,16
12476,Memory,Patriot Viper 3 Black 16 GB (2 x 8 GB) DDR3-1600 CL10 Memory (PVL316G160C0K),48,PVL316G160C0K,2
12477,Memory,Patriot Viper 3 Low Profile Red 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (PVL316G160C9KR),48,PVL316G160C9KR,8
12478,Memory,Patriot Viper 3 Low Profile Blue 16 GB (2 x 8 GB) DDR3-1866 CL10 Memory (PVL316G186C0KB),48,PVL316G186C0KB,17
12479,Memory,Patriot Viper 3 Low Profile Black 8 GB (2 x 4 GB) DDR3-1866 CL10 Memory (PVL38G186C0K),48,PVL38G186C0K,2
12480,Memory,Samsung 8 GB (1 x 8 GB) Registered DDR3-1333 CL9 Memory (M393B1K70DH0-YH908),50,M393B1K70DH0-YH908,16
12481,Memory,Kingston 8 GB (1 x 8 GB) DDR3-1866 CL10 Memory (KHX18C10/8),46,KHX18C10/8,32
12482,Memory,Kingston ValueRAM 48 GB (3 x 16 GB) Registered DDR3-1600 CL11 Memory (KVR16R11D4K3/48I),46,KVR16R11D4K3/48I,16
12483,Memory,Patriot Viper 3 Low Profile Red 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory (PVL316G213C1KR),48,PVL316G213C1KR,8
12484,Memory,Patriot Viper 3 Low Profile Blue 32 GB (4 x 8 GB) DDR3-2133 CL11 Memory (PVL332G213C1QKB),48,PVL332G213C1QKB,17
12485,Memory,ADATA Premier Series 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory (AD3S1333W4G9-2),47,AD3S1333W4G9-2,16
12486,Memory,Corsair Dominator Platinum 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (CMD16GX3M2A1600C7),29,CMD16GX3M2A1600C7,2
12487,Memory,Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (CMD16GX3M4A1600C7),29,CMD16GX3M4A1600C7,2
12488,Memory,Patriot Signature 2 GB (1 x 2 GB) DDR2-800 CL6 Memory (PSD22G80026H),48,PSD22G80026H,32
12489,Memory,Patriot 8 GB (2 x 4 GB) DDR3-1600 CL10 Memory (PXD38G1600C10K),48,PXD38G1600C10K,2
12490,Memory,Crucial 16 GB (4 x 4 GB) DDR3-1600 CL8 Memory (BLE4KIT4G3D1608DE1TX0),42,BLE4KIT4G3D1608DE1TX0,1
12491,Memory,Corsair Vengeance Pro 16 GB (4 x 4 GB) DDR3-2133 CL9 Memory (CMY16GX3M4A2133C9R),29,CMY16GX3M4A2133C9R,8
12492,Memory,Kingston HyperX Fury Black 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory (HX313C9FB/8),46,HX313C9FB/8,2
12493,Memory,Kingston HyperX Fury White 4 GB (1 x 4 GB) DDR3-1333 CL9 Memory (HX313C9FW/4),46,HX313C9FW/4,34
12494,Memory,Kingston HyperX Fury White 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory (HX313C9FW/8),46,HX313C9FW/8,34
12495,Memory,Kingston HyperX Fury White 8 GB (1 x 8 GB) DDR3-1600 CL10 Memory (HX316C10FW/8),46,HX316C10FW/8,34
12496,Memory,ADATA Premier Series 8 GB (2 x 4 GB) DDR3-1600 CL11 Memory (ADDS1600W4G11-2),47,ADDS1600W4G11-2,16
12497,Memory,Crucial Ballistix Tactical 32 GB (4 x 8 GB) DDR3-1600 CL8 Memory (BLT4KIT8G3D1608DT1TX0),42,BLT4KIT8G3D1608DT1TX0,18
12498,Memory,Crucial 12 GB (3 x 4 GB) DDR3-1600 CL11 Memory (CT3KIT51264BA160B),42,CT3KIT51264BA160B,16
12499,Memory,AMD Radeon R3 Value Series 4 GB (1 x 4 GB) DDR3-1333 CL9 Memory (R334G1339U1),22,R334G1339U1,8
12500,Memory,AMD Radeon R3 Value Series 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory (R338G1339U1K),22,R338G1339U1K,8
12501,Memory,AMD Radeon R5 Entertainment Series 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory (R538G1601U2-G),22,R538G1601U2-G,8
12502,Memory,Crucial 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory (CT51264BF160BJ),42,CT51264BF160BJ,16
12503,Memory,Mushkin Redline 8 GB (2 x 4 GB) DDR3-1600 CL7 Memory (997165R),56,997165R,50
12504,Memory,Mushkin Redline 8 GB (2 x 4 GB) DDR3-2133 CL9 Memory (997167R),56,997167R,50
12505,Memory,PNY 16 GB (2 x 8 GB) DDR3-1866 CL9 Memory (MD16384KD3-1866-X9),17,MD16384KD3-1866-X9,2
12506,Memory,G.Skill Ripjaws 32 GB (4 x 8 GB) DDR3-1333 CL9 Memory (F3-1333C9Q-32GRSL),43,F3-1333C9Q-32GRSL,8
12507,Memory,G.Skill Ripjaws 32 GB (4 x 8 GB) DDR3-2133 CL11 Memory (F3-2133C11Q-32GRSL),43,F3-2133C11Q-32GRSL,8
12508,Memory,Team Xtreem 16 GB (2 x 8 GB) DDR3-2666 CL11 Memory (TXWD316G2666HC11CDC01),44,TXWD316G2666HC11CDC01,22
12509,Memory,G.Skill Ripjaws Series 16 GB (4 x 4 GB) DDR4-2133 CL15 Memory (F4-2133C15Q-16GRR),43,F4-2133C15Q-16GRR,9
12510,Memory,G.Skill Value 16 GB (4 x 4 GB) DDR4-2133 CL15 Memory (F4-2133C15Q-16GNT),43,F4-2133C15Q-16GNT,1
12511,Memory,ADATA XPG Z1 16 GB (4 x 4 GB) DDR4-2133 CL15 Memory (AX4U2133W4G15-QRZ),47,AX4U2133W4G15-QRZ,12
12512,Memory,ADATA XPG Z1 16 GB (2 x 8 GB) DDR4-2133 CL13 Memory (AX4U2133W8G13-DRZ),47,AX4U2133W8G13-DRZ,12
12513,Memory,ADATA XPG Z1 16 GB (4 x 4 GB) DDR4-2800 CL17 Memory (AX4U2800W4G17-QRZ),47,AX4U2800W4G17-QRZ,12
12514,Memory,Kingston Savage 4 GB (1 x 4 GB) DDR3-1600 CL9 Memory (HX316C9SR/4),46,HX316C9SR/4,8
12515,Memory,Kingston Savage 32 GB (4 x 8 GB) DDR3-1600 CL9 Memory (HX316C9SRK4/32),46,HX316C9SRK4/32,8
12516,Memory,Kingston Savage 8 GB (2 x 4 GB) DDR3-1866 CL9 Memory (HX318C9SRK2/8),46,HX318C9SRK2/8,8
12517,Memory,Crucial 96 GB (3 x 32 GB) DDR3-1600 CL11 Memory (CT3K32G3ELSLQ4160B),42,CT3K32G3ELSLQ4160B,32
12518,Memory,Kingston Predator 16 GB (4 x 4 GB) DDR3-1866 CL9 Memory (HX318C9T2K4/16),46,HX318C9T2K4/16,17
12519,Memory,Kingston Beast 16 GB (4 x 4 GB) DDR3-1866 CL9 Memory (HX318C9T3K4/16),46,HX318C9T3K4/16,1
12520,Memory,Team Elite 4 GB (1 x 4 GB) DDR3-1333 CL9 Memory (TED34096M1333C9),44,TED34096M1333C9,16
12521,Memory,Team Vulcan 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (TLYD316G2400HC11CDC01),44,TLYD316G2400HC11CDC01,77
12522,Memory,Crucial 16 GB (2 x 8 GB) Registered DDR4-2133 CL15 Memory (CT2K8G4VFS4213),42,CT2K8G4VFS4213,16
12523,Memory,Crucial 2 GB (2 x 1 GB) DDR3-1600 CL11 Memory (CT2KIT12864BA160B),42,CT2KIT12864BA160B,16
12524,Memory,Crucial 64 GB (4 x 16 GB) Registered DDR4-2133 CL15 Memory (CT4K16G4VFD4213),42,CT4K16G4VFD4213,16
12525,Memory,GeIL 32 GB (4 x 8 GB) DDR4-2666 CL15 Memory (GPR432GB2666C15QC),55,GPR432GB2666C15QC,8
12526,Memory,Kingston Impact Black Series 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (HX316LS9IBK2/8),46,HX316LS9IBK2/8,1
12527,Memory,Kingston 32 GB (1 x 32 GB) Registered DDR3-1600 CL11 Memory (KTH-PL316LLQ/32G),46,KTH-PL316LLQ/32G,31
12528,Memory,Mushkin Blackline 16 GB (4 x 4 GB) DDR3-1600 CL9 Memory (993988F),56,993988F,3
12529,Memory,Mushkin Blackline 16 GB (4 x 4 GB) DDR3-2400 CL11 Memory (994092F),56,994092F,45
12530,Memory,Mushkin Blackline 32 GB (4 x 8 GB) DDR3-1600 CL9 Memory (994112),56,994112,1
12531,Memory,Mushkin Blackline 8 GB (2 x 4 GB) DDR3-1600 CL10 Memory (996969),56,996969,1
12532,Memory,Mushkin Blackline 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory (996988F),56,996988F,1
12533,Memory,Mushkin Blackline 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory (997092Y),56,997092Y,45
12534,Memory,Mushkin Blackline 16 GB (2 x 8 GB) DDR3-1600 CL9 Memory (997112),56,997112,1
12535,Memory,Mushkin Blackline 8 GB (2 x 4 GB) DDR3-2133 CL10 Memory (997164Y),56,997164Y,45
12536,Memory,G.Skill Ripjaws 4 series 16 GB (4 x 4 GB) DDR4-3200 CL16 Memory (F4-3200C16Q-16GRKD),43,F4-3200C16Q-16GRKD,8
12537,Memory,Kingston 16 GB (4 x 4 GB) DDR4-2133 CL13 Memory (HX421C13PBK4/16),46,HX421C13PBK4/16,1
12538,Memory,Team Elite 4 GB (2 x 2 GB) DDR3-1333 CL9 Memory (TED34096M1333HC9DC),44,TED34096M1333HC9DC,2
12539,Memory,Apotop 4 GB (2 x 2 GB) DDR3-1600 CL9 Memory (U3A2Gx2-16C9BB),72,U3A2Gx2-16C9BB,69
12540,Memory,Patriot Extreme Performance 16 GB (4 x 4 GB) DDR4-2133 CL15 Memory (PX416G240C5QK),48,PX416G240C5QK,3
12541,Memory,Crucial Ballistix 16 GB (2 x 8 GB) DDR3-1866 CL9 Memory (BLE2KIT8G3D1869DE1TX),42,BLE2KIT8G3D1869DE1TX,3
12542,Memory,Crucial Ballistix Sport 4 GB (2 x 2 GB) DDR3-1600 CL9 Memory (BLS2KIT2G3D1609DS1S0),42,BLS2KIT2G3D1609DS1S0,2
12543,Memory,Crucial Ballistix 16 GB (2 x 8 GB) DDR3-1600 CL8 Memory (BLT2KIT8G3D1608DT1TX),42,BLT2KIT8G3D1608DT1TX,18
12544,Memory,G.Skill Ripjaws Z Series 32 GB (4 x 8 GB) DDR3-2133 CL11 Memory (F3-17000CL11Q-32GBZL),43,F3-17000CL11Q-32GBZL,8
12545,Memory,Mushkin 32 GB (2 x 16 GB) Registered DDR3-1866 CL13 Memory (977146A),56,977146A,1
12546,Memory,Corsair Vengeance Pro 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory (CMY16GX3M2A2133C11B),29,CMY16GX3M2A2133C11B,17
12547,Memory,Patriot Extreme Performance 8 GB (2 x 4 GB) DDR4-2400 CL15 Memory (PX48G240C5K),48,PX48G240C5K,0
12548,Memory,GeIL 32 GB (4 x 8 GB) DDR4-2400 CL15 Memory (GPR432GB2400C15QC),55,GPR432GB2400C15QC,8
12549,Memory,Crucial Ballistix Sport 4 GB (2 x 2 GB) DDR3-1333 CL9 Memory (BLS2KIT2G3D1339DS1S0),42,BLS2KIT2G3D1339DS1S0,2
12550,Memory,GeIL 32 GB (4 x 8 GB) DDR4-3000 CL15 Memory (GPR432GB3000C15QC),55,GPR432GB3000C15QC,8
12551,Memory,Mushkin Redline 16 GB (4 x 4 GB) DDR4-2666 CL15 Memory (994192F),56,994192F,9
12552,Memory,AMD 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory (ASH1333U/8GB),22,ASH1333U/8GB,16
12553,Memory,Kingston 4 GB (2 x 2 GB) DDR3-1600 CL9 Memory (KHX12800D3K2/4G),46,KHX12800D3K2/4G,32
12554,Memory,Team Elite Plus 32 GB (4 x 8 GB) DDR4-2400 CL16 Memory (TPD432GM2400HC16QC01),44,TPD432GM2400HC16QC01,0
12555,Memory,Apotop 8 GB (2 x 4 GB) DDR3-2133 CL9 Memory (U3A4Gx2-21C9PC),72,U3A4Gx2-21C9PC,84
12556,Memory,Team Elite Plus 16 GB (2 x 8 GB) DDR4-2133 CL15 Memory (TPD416GM2133HC15DC01),44,TPD416GM2133HC15DC01,0
12557,Memory,Team Elite Plus 8 GB (1 x 8 GB) DDR4-2133 CL15 Memory (TPD48GM2133HC1501),44,TPD48GM2133HC1501,0
12558,Memory,Team Elite 16 GB (2 x 8 GB) DDR4-2133 CL15 Memory (TED416GM2133C15DC01),44,TED416GM2133C15DC01,16
12559,Memory,G.Skill Ripjaws 4 series 32 GB (8 x 4 GB) DDR4-2400 CL15 Memory (32GB DDR4 2400GSKILL),43,32GB DDR4 2400GSKILL,8
12560,Memory,Patriot 16 GB (4 x 4 GB) DDR4-2800 CL15 Memory (PX416G280C6QK),48,PX416G280C6QK,2
12561,Memory,Mushkin Blackline 16 GB (2 x 8 GB) DDR3-1866 CL11 Memory (997072F),56,997072F,3
12562,Memory,Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR4-3300 CL16 Memory (CMD16GX4M4B3300C16),29,CMD16GX4M4B3300C16,2
12563,Memory,Mushkin Blackline 32 GB (4 x 8 GB) DDR3-2133 CL10 Memory (994124F),56,994124F,3
12564,Memory,G.Skill Ripjaws 4 series 16 GB (4 x 4 GB) DDR4-2400 CL14 Memory (F4-2400C14Q-16GRK),43,F4-2400C14Q-16GRK,1
12565,Memory,G.Skill Ripjaws 4 series 64 GB (8 x 8 GB) DDR4-2400 CL15 Memory (F4-2400C15Q2-64GRK),43,F4-2400C15Q2-64GRK,1
12566,Memory,G.Skill Ripjaws 4 series 64 GB (8 x 8 GB) DDR4-2666 CL16 Memory (F4-2666C16Q2-64GRB),43,F4-2666C16Q2-64GRB,35
12567,Memory,Mushkin Redline 8 GB (1 x 8 GB) DDR4-2666 CL15 Memory (992200F),56,992200F,64
12568,Memory,Mushkin Redline 8 GB (2 x 4 GB) DDR4-2400 CL13 Memory (997190F),56,997190F,64
12569,Memory,G.Skill Ripjaws 4 series 16 GB (4 x 4 GB) DDR4-3200 CL15 Memory (F4-3200C15Q-16GRKD),43,F4-3200C15Q-16GRKD,8
12570,Memory,Patriot Viper 4 16 GB (4 x 4 GB) DDR4-2400 CL15 Memory (PV416G240C5QK),48,PV416G240C5QK,8
12571,Memory,Patriot Viper 4 16 GB (4 x 4 GB) DDR4-3000 CL16 Memory (PV416G300C6QK),48,PV416G300C6QK,8
12572,Memory,Patriot Viper 4 32 GB (4 x 8 GB) DDR4-2800 CL16 Memory (PV432G280C6QK),48,PV432G280C6QK,8
12573,Memory,ADATA 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory (ADDS1600W4G11-S),47,ADDS1600W4G11-S,16
12574,Memory,Mushkin Blackline 8 GB (1 x 8 GB) DDR4-2800 CL16 Memory (992209F),56,992209F,3
12575,Memory,Silicon Power 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (SP016GXLYU24ANDA),45,SP016GXLYU24ANDA,9
